CUSTID,MONTH,YEAR,BUSINESS,NSV
12809,7,2014,CAKES,66140
12810,5,2014,CAKES,18139
12810,6,2014,CHOCOLATES,4578
12810,8,2014,ICECREAM,9993
12811,3,2014,CHOCOLATES,52673
12811,8,2014,CHOCOLATES,10413
12811,9,2014,CHOCOLATES,9974
12812,2,2014,ICECREAM,15088
12812,8,2014,ICECREAM,29787
12812,12,2014,ICECREAM,35593
12812,12,2014,CAKES,14552
12813,3,2014,CHOCOLATES,2934
12813,5,2014,CHOCOLATES,12092
12814,8,2014,CHOCOLATES,8219
12815,3,2014,CAKES,16511
12815,4,2014,CHOCOLATES,19761
12815,5,2014,ICECREAM,11592
12815,7,2014,ICECREAM,5120
12815,7,2014,CAKES,4711
12815,8,2014,CHOCOLATES,41251
12815,10,2014,CAKES,40661
12816,1,2014,CAKES,20219
12816,4,2014,CHOCOLATES,10456
12816,8,2014,CAKES,9602
12816,10,2014,CAKES,32424
12816,11,2014,CHOCOLATES,46461
12817,1,2014,CHOCOLATES,11635
12817,4,2014,CHOCOLATES,20195
12817,10,2014,CAKES,3290
12818,11,2014,CHOCOLATES,23474
12819,2,2014,CHOCOLATES,16066
12819,3,2014,CHOCOLATES,2767
12819,7,2014,CHOCOLATES,28628
12819,7,2014,CHOCOLATES,6512
12820,10,2014,CHOCOLATES,5972
12821,10,2014,CHOCOLATES,12679
12822,2,2014,CHOCOLATES,32204
12823,4,2014,CAKES,8982
12824,9,2014,CAKES,35676
12824,10,2014,CHOCOLATES,5984
12825,3,2014,CHOCOLATES,9598
12825,7,2014,CAKES,50488
12825,11,2014,CHOCOLATES,42167
12826,3,2014,CHOCOLATES,27209
12826,11,2014,CAKES,14224
12827,2,2014,ICECREAM,2103
12827,6,2014,CAKES,8923
12828,1,2014,CHOCOLATES,5217
12828,3,2014,CAKES,10787
12829,3,2014,CHOCOLATES,48730
12829,6,2014,ICECREAM,21763
12829,6,2014,CHOCOLATES,16019
12830,11,2014,CHOCOLATES,12832
12830,12,2014,CHOCOLATES,3472
12831,1,2014,CHOCOLATES,10044
12831,8,2014,CAKES,10835
12831,11,2014,CAKES,10787
12832,4,2014,CHOCOLATES,15606
12833,1,2014,CAKES,7157
12833,3,2014,CAKES,41652
12833,4,2014,CHOCOLATES,12226
12833,10,2014,ICECREAM,7137
12834,3,2014,ICECREAM,2082
12834,5,2014,CHOCOLATES,11357
12835,12,2014,ICECREAM,12389
12836,7,2014,CAKES,5306
12836,7,2014,CHOCOLATES,22225
12837,6,2014,CAKES,4374
12837,10,2014,CHOCOLATES,28772
12837,11,2014,CHOCOLATES,14199
12838,3,2014,CAKES,29568
12838,4,2014,CHOCOLATES,15952
12839,8,2014,CAKES,23263
12840,6,2014,CAKES,8477
12840,9,2014,CAKES,15784
12840,10,2014,CHOCOLATES,25370
12841,2,2014,ICECREAM,37639
12841,2,2014,CHOCOLATES,20113
12841,4,2014,CHOCOLATES,19448
12842,2,2014,CHOCOLATES,28349
12842,3,2014,CAKES,5820
12842,7,2014,CHOCOLATES,7622
12842,8,2014,ICECREAM,5171
12842,8,2014,CAKES,3495
12842,10,2014,CAKES,21260
12842,12,2014,CHOCOLATES,42082
12843,2,2014,CHOCOLATES,77
12844,4,2014,CHOCOLATES,39658
12844,8,2014,CHOCOLATES,12334
12844,9,2014,CAKES,4336
12844,10,2014,CAKES,3028
12845,6,2014,CAKES,4761
12845,8,2014,CHOCOLATES,866
12845,9,2014,CHOCOLATES,29976
12846,8,2014,CAKES,7743
12846,11,2014,CHOCOLATES,55882
12847,5,2014,CAKES,3676
12847,12,2014,CAKES,29373
12848,1,2014,ICECREAM,13210
12848,8,2014,CAKES,18120
12848,12,2014,CAKES,21959
12849,4,2014,CAKES,4033
12849,9,2014,CHOCOLATES,12033
12850,6,2014,ICECREAM,21969
12850,6,2014,CHOCOLATES,5841
12850,8,2014,CHOCOLATES,24933
12850,10,2014,CHOCOLATES,9341
12851,7,2014,CHOCOLATES,37690
12851,9,2014,ICECREAM,3061
12851,10,2014,CHOCOLATES,15920
12852,2,2014,CHOCOLATES,13964
12852,3,2014,CAKES,52702
12852,5,2014,CHOCOLATES,3008
12852,6,2014,CHOCOLATES,66221
12852,8,2014,CHOCOLATES,31545
12852,10,2014,CAKES,40313
12853,2,2014,CHOCOLATES,11907
12853,8,2014,CHOCOLATES,49956
12853,10,2014,CHOCOLATES,30174
12854,6,2014,CHOCOLATES,47012
12854,8,2014,ICECREAM,13016
12855,1,2014,CAKES,9426
12855,8,2014,CHOCOLATES,33523
12855,12,2014,CAKES,44890
12856,1,2014,CAKES,6714
12856,7,2014,CAKES,6698
12856,8,2014,CAKES,55954
12856,11,2014,ICECREAM,13042
12856,11,2014,ICECREAM,26988
12857,11,2014,CHOCOLATES,9786
12858,5,2014,CAKES,14677
12859,6,2014,CHOCOLATES,20923
12859,8,2014,CHOCOLATES,23897
12860,1,2014,CAKES,21314
12860,4,2014,CAKES,29085
12860,9,2014,ICECREAM,12802
12860,9,2014,CHOCOLATES,39325
12861,5,2014,CHOCOLATES,6602
12861,10,2014,CAKES,5118
12862,1,2014,CAKES,12321
12862,4,2014,ICECREAM,150
12862,7,2014,CHOCOLATES,21524
12863,6,2014,CHOCOLATES,45889
12864,2,2014,CHOCOLATES,41274
12864,3,2014,CHOCOLATES,30226
12864,3,2014,CHOCOLATES,9532
12864,4,2014,CHOCOLATES,20418
12864,6,2014,CAKES,21024
12864,12,2014,CHOCOLATES,57601
12865,2,2014,CAKES,23684
12866,1,2014,ICECREAM,17478
12866,1,2014,CAKES,32225
12866,2,2014,CAKES,2002
12866,4,2014,CAKES,59319
12866,8,2014,CAKES,22098
12866,8,2014,CHOCOLATES,9821
12867,6,2014,CAKES,19448
12868,1,2014,CHOCOLATES,17578
12868,8,2014,ICECREAM,11008
12869,7,2014,CHOCOLATES,27358
12869,7,2014,CHOCOLATES,5295
12869,10,2014,CAKES,26131
12869,11,2014,ICECREAM,20427
12869,12,2014,CHOCOLATES,3533
12870,1,2014,ICECREAM,4271
12870,5,2014,CHOCOLATES,6919
12870,6,2014,ICECREAM,13570
12870,8,2014,CAKES,26437
12871,1,2014,CAKES,61052
12872,2,2014,CHOCOLATES,24898
12872,9,2014,CAKES,23965
12872,10,2014,CHOCOLATES,27487
12873,7,2014,ICECREAM,10566
12873,7,2014,CHOCOLATES,49659
12873,8,2014,CHOCOLATES,5023
12873,11,2014,CAKES,29834
12874,2,2014,ICECREAM,23053
12874,3,2014,CHOCOLATES,30996
12874,6,2014,CAKES,6668
12874,12,2014,CHOCOLATES,7410
12875,1,2014,ICECREAM,119
12875,2,2014,ICECREAM,6866
12875,5,2014,CAKES,17102
12875,5,2014,CHOCOLATES,3770
12875,7,2014,CHOCOLATES,6946
12876,2,2014,CAKES,44956
12876,3,2014,CHOCOLATES,9299
12876,4,2014,CHOCOLATES,27784
12876,5,2014,CAKES,12472
12876,8,2014,ICECREAM,46908
12876,9,2014,CAKES,8182
12876,12,2014,CHOCOLATES,7590
12877,3,2014,CAKES,3528
12877,4,2014,CAKES,3709
12878,1,2014,ICECREAM,27590
12878,2,2014,CAKES,4373
12878,4,2014,CAKES,13340
12879,3,2014,CAKES,1706
12879,3,2014,CHOCOLATES,4607
12879,4,2014,CAKES,3369
12879,8,2014,CHOCOLATES,16474
12881,3,2014,CAKES,33826
12881,7,2014,CHOCOLATES,16613
12881,7,2014,CAKES,22107
12882,3,2014,CHOCOLATES,39758
12883,2,2014,CHOCOLATES,2257
12883,9,2014,ICECREAM,15281
12883,9,2014,CAKES,20048
12883,10,2014,CHOCOLATES,29613
12884,1,2014,CAKES,28683
12884,10,2014,ICECREAM,27996
12884,12,2014,CAKES,10844
12885,6,2014,ICECREAM,5701
12885,7,2014,CAKES,34832
12886,4,2014,CAKES,5471
12887,3,2014,CHOCOLATES,12014
12887,4,2014,CAKES,20630
12887,6,2014,CHOCOLATES,7521
12887,7,2014,CHOCOLATES,10777
12887,9,2014,CHOCOLATES,6643
12888,4,2014,CAKES,3924
12888,9,2014,ICECREAM,4001
12888,11,2014,CAKES,4743
12888,12,2014,ICECREAM,59759
12889,6,2014,CAKES,7419
12889,8,2014,CHOCOLATES,2034
12890,2,2014,CAKES,13445
12890,11,2014,CAKES,1951
12891,9,2014,CHOCOLATES,3846
12892,4,2014,CHOCOLATES,3063
12893,5,2014,CAKES,34310
12894,7,2014,CAKES,25891
12894,9,2014,ICECREAM,5209
12894,9,2014,CAKES,19165
12895,3,2014,ICECREAM,6795
12895,9,2014,CHOCOLATES,30862
12895,11,2014,CHOCOLATES,25274
12897,1,2014,CHOCOLATES,19973
12898,2,2014,CHOCOLATES,9566
12898,3,2014,CAKES,13026
12898,6,2014,CHOCOLATES,34044
12898,11,2014,CAKES,13404
12898,11,2014,CAKES,4460
12899,8,2014,ICECREAM,61031
12899,10,2014,CHOCOLATES,6077
12900,1,2014,CHOCOLATES,36969
12900,4,2014,ICECREAM,51047
12900,4,2014,CAKES,699
12900,7,2014,CHOCOLATES,55344
12900,9,2014,CHOCOLATES,7851
12900,12,2014,CAKES,14615
12901,1,2014,CHOCOLATES,39364
12901,2,2014,CAKES,3242
12901,9,2014,CHOCOLATES,22578
12901,10,2014,CAKES,40767
12902,3,2014,CHOCOLATES,11307
12903,9,2014,CHOCOLATES,40658
12903,11,2014,CHOCOLATES,9665
12905,1,2014,CAKES,8323
12905,3,2014,CAKES,44798
12905,10,2014,ICECREAM,60
12905,11,2014,CAKES,69264
12906,7,2014,ICECREAM,30809
12907,9,2014,CAKES,22963
12908,2,2014,CAKES,8830
12908,5,2014,CAKES,6336
12908,6,2014,CAKES,42466
12908,10,2014,CHOCOLATES,33097
12909,2,2014,CAKES,619
12909,6,2014,CAKES,2007
12909,6,2014,CHOCOLATES,8072
12909,8,2014,CAKES,7018
12909,8,2014,CAKES,25314
12909,12,2014,CHOCOLATES,9402
12911,10,2014,CHOCOLATES,12728
12913,5,2014,CAKES,21077
12913,6,2014,CHOCOLATES,5607
12913,7,2014,ICECREAM,27173
12913,11,2014,CAKES,50694
12913,12,2014,CHOCOLATES,7808
12914,9,2014,CHOCOLATES,168
12914,10,2014,CAKES,8471
12915,2,2014,ICECREAM,19232
12915,11,2014,CHOCOLATES,5809
12915,12,2014,ICECREAM,9649
12916,2,2014,CAKES,5927
12916,2,2014,CHOCOLATES,6548
12916,6,2014,CAKES,7974
12917,11,2014,CAKES,5052
12918,6,2014,CAKES,6325
12918,7,2014,ICECREAM,48341
12920,4,2014,CAKES,31535
12920,4,2014,CAKES,19105
12920,11,2014,CHOCOLATES,57941
12921,10,2014,CAKES,46594
12922,3,2014,CHOCOLATES,2731
12923,2,2014,ICECREAM,39515
12923,7,2014,CAKES,1346
12923,8,2014,CHOCOLATES,28190
12924,1,2014,CAKES,2950
12925,6,2014,CHOCOLATES,46012
12925,8,2014,ICECREAM,25216
12926,1,2014,ICECREAM,22925
12926,6,2014,CHOCOLATES,1339
12926,8,2014,CHOCOLATES,38427
12926,8,2014,CAKES,638
12926,11,2014,CAKES,30067
12927,5,2014,CHOCOLATES,9027
12927,7,2014,ICECREAM,5164
12927,7,2014,CAKES,2234
12927,8,2014,CHOCOLATES,13872
12927,11,2014,CHOCOLATES,4036
12927,11,2014,CHOCOLATES,48020
12928,9,2014,CAKES,5518
12929,1,2014,CAKES,5925
12929,7,2014,CHOCOLATES,32964
12929,9,2014,CHOCOLATES,23395
12929,10,2014,CHOCOLATES,29369
12930,1,2014,CAKES,15569
12930,1,2014,CAKES,31922
12930,8,2014,CHOCOLATES,10483
12931,3,2014,CHOCOLATES,4727
12931,7,2014,CHOCOLATES,11023
12932,1,2014,CHOCOLATES,13829
12932,4,2014,CAKES,3774
12932,8,2014,CAKES,5098
12932,11,2014,ICECREAM,25825
12932,11,2014,CAKES,1252
12933,2,2014,CAKES,5282
12934,10,2014,CHOCOLATES,10162
12935,1,2014,CHOCOLATES,5671
12935,4,2014,CHOCOLATES,56810
12936,4,2014,CHOCOLATES,3403
12936,5,2014,CHOCOLATES,16303
12936,7,2014,CHOCOLATES,10337
12937,4,2014,ICECREAM,26215
12937,4,2014,CHOCOLATES,9180
12937,6,2014,CHOCOLATES,24161
12937,10,2014,ICECREAM,29435
12939,5,2014,CAKES,28736
12939,8,2014,CAKES,8689
12941,5,2014,CHOCOLATES,11613
12941,6,2014,CAKES,13865
12941,11,2014,ICECREAM,51060
12941,12,2014,CAKES,9783
12942,1,2014,CAKES,13088
12942,2,2014,CAKES,2011
12942,3,2014,ICECREAM,1832
12942,5,2014,CHOCOLATES,31698
12942,10,2014,CHOCOLATES,22517
12942,12,2014,CHOCOLATES,11128
12944,3,2014,CHOCOLATES,52311
12945,1,2014,CHOCOLATES,16434
12945,3,2014,ICECREAM,8064
12945,5,2014,CAKES,12941
12946,4,2014,CAKES,10464
12946,9,2014,CAKES,14156
12947,3,2014,CHOCOLATES,40971
12947,3,2014,CAKES,15922
12947,8,2014,ICECREAM,29175
12948,6,2014,CHOCOLATES,10766
12948,6,2014,CAKES,10699
12948,6,2014,CHOCOLATES,23791
12948,12,2014,ICECREAM,22838
12949,4,2014,ICECREAM,5359
12949,8,2014,CHOCOLATES,1065
12950,1,2014,ICECREAM,4812
12950,1,2014,CAKES,38110
12950,12,2014,CHOCOLATES,45248
12951,2,2014,ICECREAM,55
12951,5,2014,CHOCOLATES,24467
12951,11,2014,CHOCOLATES,52508
12952,6,2014,CHOCOLATES,6593
12952,8,2014,CHOCOLATES,10210
12953,2,2014,ICECREAM,21054
12953,8,2014,ICECREAM,29540
12954,6,2014,CAKES,1039
12955,1,2014,ICECREAM,8705
12955,2,2014,CAKES,23050
12956,1,2014,CHOCOLATES,5848
12956,2,2014,CHOCOLATES,37297
12956,3,2014,ICECREAM,867
12957,3,2014,CAKES,11225
12957,8,2014,ICECREAM,5832
12957,8,2014,CAKES,16324
12957,9,2014,CHOCOLATES,2507
12957,12,2014,CAKES,45992
12958,5,2014,CHOCOLATES,20029
12958,9,2014,CAKES,14586
12958,10,2014,CHOCOLATES,31269
12959,11,2014,CHOCOLATES,6516
12959,12,2014,CAKES,10263
12960,1,2014,CAKES,9683
12961,7,2014,CAKES,68176
12961,9,2014,CHOCOLATES,44424
12961,11,2014,CHOCOLATES,21350
12962,3,2014,CHOCOLATES,18414
12962,6,2014,CAKES,32808
12962,9,2014,CHOCOLATES,17931
12963,7,2014,CHOCOLATES,13929
12963,10,2014,CAKES,8490
12964,3,2014,CAKES,4117
12964,5,2014,CAKES,46881
12964,6,2014,CHOCOLATES,20626
12964,11,2014,CHOCOLATES,4492
12965,1,2014,CHOCOLATES,9839
12965,2,2014,CAKES,54226
12965,10,2014,ICECREAM,17303
12966,7,2014,CHOCOLATES,32385
12966,12,2014,CHOCOLATES,27361
12967,3,2014,CHOCOLATES,4830
12967,4,2014,CHOCOLATES,21520
12967,5,2014,CHOCOLATES,19688
12967,7,2014,CAKES,19379
12968,4,2014,CAKES,23973
12968,11,2014,CHOCOLATES,2954
12969,3,2014,ICECREAM,40007
12969,11,2014,CAKES,5962
12969,12,2014,ICECREAM,3557
12970,1,2014,CHOCOLATES,12640
12971,6,2014,ICECREAM,49791
12971,8,2014,CAKES,51397
12971,9,2014,CAKES,43519
12972,6,2014,CHOCOLATES,6028
12972,12,2014,CHOCOLATES,5068
12973,2,2014,CAKES,35243
12973,8,2014,ICECREAM,15839
12974,4,2014,CHOCOLATES,35977
12974,5,2014,CAKES,7576
12974,7,2014,CAKES,19679
12975,5,2014,CHOCOLATES,7927
12976,1,2014,CAKES,22256
12977,12,2014,CHOCOLATES,58785
12978,3,2014,ICECREAM,8550
12978,8,2014,CAKES,6453
12979,3,2014,CHOCOLATES,4011
12979,9,2014,CAKES,10281
12979,11,2014,CHOCOLATES,14401
12979,12,2014,CAKES,17721
12980,1,2014,CAKES,25978
12980,2,2014,CHOCOLATES,12358
12980,3,2014,CHOCOLATES,43169
12980,8,2014,CHOCOLATES,8214
12981,6,2014,CHOCOLATES,50817
12981,7,2014,ICECREAM,9590
12981,12,2014,CAKES,15182
12982,9,2014,ICECREAM,6155
12983,7,2014,CAKES,8220
12984,10,2014,ICECREAM,17836
12984,10,2014,CAKES,9147
12984,12,2014,ICECREAM,26674
12985,6,2014,ICECREAM,8278
12985,7,2014,CAKES,7277
12985,7,2014,CHOCOLATES,9228
12986,3,2014,CHOCOLATES,10080
12986,4,2014,CHOCOLATES,14833
12986,9,2014,CAKES,61131
12986,9,2014,CHOCOLATES,9660
12986,12,2014,ICECREAM,13058
12986,12,2014,CHOCOLATES,6609
12987,1,2014,CAKES,20939
12987,6,2014,CHOCOLATES,5164
12987,8,2014,CAKES,164
12987,9,2014,CAKES,3474
12987,12,2014,CAKES,15927
12988,2,2014,CAKES,4588
12988,4,2014,CHOCOLATES,45973
12988,9,2014,CAKES,775
12988,9,2014,CAKES,8169
12988,11,2014,CAKES,58090
12989,1,2014,CAKES,49843
12989,4,2014,CHOCOLATES,15830
12989,7,2014,CAKES,21876
12989,9,2014,CHOCOLATES,509
12989,10,2014,CAKES,1526
12992,7,2014,ICECREAM,6178
12992,11,2014,ICECREAM,41658
12993,3,2014,CHOCOLATES,30961
12993,9,2014,ICECREAM,57940
12993,9,2014,CHOCOLATES,57478
12994,6,2014,CAKES,5937
12995,4,2014,CHOCOLATES,17158
12995,7,2014,CAKES,4492
12996,2,2014,CHOCOLATES,4119
12996,3,2014,ICECREAM,7290
12996,8,2014,CHOCOLATES,6353
12998,3,2014,CAKES,12949
12998,7,2014,CHOCOLATES,48092
12998,10,2014,CHOCOLATES,3151
12998,12,2014,CHOCOLATES,18066
12999,2,2014,CAKES,1601
12999,5,2014,CHOCOLATES,24411
12999,8,2014,CHOCOLATES,17989
12999,10,2014,CHOCOLATES,27946
12999,12,2014,CHOCOLATES,8442
13000,4,2014,CAKES,13570
13001,4,2014,CHOCOLATES,16605
13002,10,2014,CAKES,44684
13002,12,2014,CAKES,738
13003,5,2014,CHOCOLATES,5951
13003,10,2014,ICECREAM,23174
13004,2,2014,CAKES,8444
13004,5,2014,CAKES,19239
13004,5,2014,CHOCOLATES,1568
13004,9,2014,ICECREAM,3843
13004,9,2014,CAKES,23312
13005,3,2014,CHOCOLATES,16799
13005,8,2014,ICECREAM,27934
13005,8,2014,CHOCOLATES,551
13005,10,2014,CHOCOLATES,20590
13005,11,2014,ICECREAM,1967
13005,11,2014,CAKES,10969
13006,5,2014,ICECREAM,13727
13006,5,2014,CHOCOLATES,8756
13006,11,2014,CAKES,36931
13007,2,2014,CHOCOLATES,9375
13007,8,2014,ICECREAM,11569
13008,2,2014,CHOCOLATES,52736
13009,5,2014,CHOCOLATES,4598
13009,9,2014,CAKES,26434
13010,2,2014,CHOCOLATES,56615
13010,5,2014,ICECREAM,16213
13010,9,2014,CHOCOLATES,13800
13011,1,2014,CAKES,7919
13011,5,2014,CHOCOLATES,5967
13011,11,2014,CAKES,14211
13012,6,2014,CHOCOLATES,4844
13012,9,2014,CAKES,22413
13012,10,2014,CHOCOLATES,9063
13012,10,2014,CAKES,25003
13013,3,2014,CHOCOLATES,17716
13014,1,2014,CHOCOLATES,494
13014,4,2014,ICECREAM,14272
13014,7,2014,CAKES,60988
13014,9,2014,CHOCOLATES,10776
13015,1,2014,CAKES,28190
13015,4,2014,CAKES,26691
13015,7,2014,ICECREAM,5833
13015,7,2014,CAKES,38104
13015,12,2014,CAKES,9079
13016,8,2014,CAKES,40435
13016,12,2014,ICECREAM,5016
13016,12,2014,CAKES,18384
13017,10,2014,ICECREAM,47701
13017,11,2014,ICECREAM,28556
13018,1,2014,CAKES,17038
13018,1,2014,CAKES,8347
13019,2,2014,CHOCOLATES,53016
13019,3,2014,CAKES,24386
13019,5,2014,CAKES,9627
13019,9,2014,CHOCOLATES,774
13020,12,2014,ICECREAM,18970
13021,7,2014,CHOCOLATES,39185
13022,11,2014,CAKES,16869
13023,4,2014,CHOCOLATES,821
13023,7,2014,CAKES,15037
13024,9,2014,CHOCOLATES,52741
13025,12,2014,CHOCOLATES,6715
13025,12,2014,CAKES,14157
13026,1,2014,CHOCOLATES,51329
13026,6,2014,CHOCOLATES,18781
13027,1,2014,CHOCOLATES,28259
13027,8,2014,ICECREAM,33165
13027,12,2014,CAKES,12505
13028,7,2014,CHOCOLATES,27940
13029,3,2014,CAKES,22746
13030,9,2014,CAKES,46053
13031,5,2014,CAKES,17933
13032,8,2014,CHOCOLATES,34792
13032,10,2014,CAKES,6683
13033,1,2014,CAKES,12537
13033,8,2014,CHOCOLATES,8998
13033,8,2014,CAKES,34658
13033,9,2014,CAKES,20714
13033,11,2014,CHOCOLATES,4354
13034,11,2014,CAKES,12321
13035,4,2014,CHOCOLATES,4056
13036,1,2014,CAKES,16846
13036,3,2014,ICECREAM,21532
13036,3,2014,CAKES,56919
13036,12,2014,CHOCOLATES,17272
13037,5,2014,CHOCOLATES,22895
13038,7,2014,ICECREAM,1943
13039,2,2014,CAKES,61345
13039,4,2014,CHOCOLATES,25649
13039,10,2014,ICECREAM,17850
13039,10,2014,CAKES,2290
13040,1,2014,ICECREAM,34697
13040,1,2014,CAKES,15671
13040,9,2014,CHOCOLATES,24530
13040,11,2014,CAKES,40678
13040,12,2014,CHOCOLATES,42983
13041,1,2014,ICECREAM,6031
13041,2,2014,ICECREAM,4413
13041,7,2014,CAKES,16873
13044,2,2014,CHOCOLATES,12172
13044,4,2014,CAKES,4906
13044,5,2014,CHOCOLATES,1847
13044,6,2014,CHOCOLATES,23322
13044,9,2014,CHOCOLATES,53050
13044,10,2014,CHOCOLATES,25938
13044,11,2014,CHOCOLATES,18204
13045,5,2014,CAKES,14291
13045,7,2014,CHOCOLATES,1131
13045,9,2014,CAKES,27175
13045,12,2014,CAKES,9861
13046,5,2014,CHOCOLATES,48097
13046,6,2014,CHOCOLATES,10465
13047,5,2014,CHOCOLATES,32335
13047,7,2014,CHOCOLATES,6848
13047,12,2014,CAKES,7912
13048,1,2014,ICECREAM,26914
13048,6,2014,CHOCOLATES,66651
13048,8,2014,CAKES,5269
13048,9,2014,CHOCOLATES,22381
13048,11,2014,CHOCOLATES,26038
13049,2,2014,CHOCOLATES,10703
13049,2,2014,CHOCOLATES,9072
13049,9,2014,CAKES,6203
13050,8,2014,CAKES,36867
13050,9,2014,ICECREAM,6714
13051,2,2014,CHOCOLATES,9164
13051,3,2014,CAKES,17429
13051,10,2014,ICECREAM,13543
13051,11,2014,CAKES,3217
13052,8,2014,CAKES,16320
13053,5,2014,CHOCOLATES,35892
13053,8,2014,ICECREAM,16601
13053,12,2014,CAKES,10368
13054,10,2014,CHOCOLATES,8195
13055,3,2014,CHOCOLATES,21770
13055,3,2014,CHOCOLATES,19683
13055,3,2014,ICECREAM,3038
13055,11,2014,CAKES,41902
13056,3,2014,CHOCOLATES,4306
13056,3,2014,CHOCOLATES,27579
13056,7,2014,ICECREAM,14936
13056,8,2014,CAKES,4441
13057,5,2014,CHOCOLATES,3094
13057,6,2014,CAKES,30923
13057,7,2014,CHOCOLATES,2798
13058,2,2014,ICECREAM,12585
13058,4,2014,CHOCOLATES,23351
13058,4,2014,CHOCOLATES,4167
13058,5,2014,CAKES,5536
13058,7,2014,CHOCOLATES,15146
13058,9,2014,CAKES,33387
13059,1,2014,CAKES,20959
13059,1,2014,CAKES,58061
13059,2,2014,CAKES,3033
13059,2,2014,CHOCOLATES,1805
13059,3,2014,CHOCOLATES,3905
13059,4,2014,CAKES,7171
13060,1,2014,CAKES,4122
13060,5,2014,CHOCOLATES,4453
13061,1,2014,CHOCOLATES,23674
13061,2,2014,CAKES,4412
13061,6,2014,CAKES,29028
13061,8,2014,CHOCOLATES,11143
13061,12,2014,CHOCOLATES,3451
13062,4,2014,ICECREAM,34397
13064,6,2014,CAKES,22926
13064,9,2014,CHOCOLATES,6147
13065,3,2014,ICECREAM,19343
13065,5,2014,CAKES,28394
13066,1,2014,CHOCOLATES,20299
13066,2,2014,ICECREAM,8987
13067,1,2014,CAKES,9676
13067,5,2014,CAKES,48457
13067,8,2014,CAKES,2340
13067,10,2014,CAKES,14148
13067,11,2014,CAKES,25211
13068,1,2014,CAKES,12008
13068,3,2014,CHOCOLATES,36869
13068,5,2014,CAKES,613
13068,8,2014,CHOCOLATES,6922
13069,6,2014,CAKES,45767
13069,7,2014,CAKES,22266
13069,12,2014,CHOCOLATES,39964
13069,12,2014,CAKES,18105
13070,1,2014,CAKES,55021
13070,5,2014,CHOCOLATES,45169
13070,5,2014,CAKES,19150
13071,5,2014,CHOCOLATES,17717
13071,5,2014,CHOCOLATES,26645
13072,1,2014,CHOCOLATES,11772
13072,3,2014,CHOCOLATES,3369
13072,5,2014,ICECREAM,41908
13072,11,2014,ICECREAM,6326
13072,11,2014,CAKES,1013
13073,2,2014,CAKES,25525
13073,4,2014,CHOCOLATES,3463
13074,5,2014,CAKES,11879
13074,8,2014,CAKES,14444
13074,10,2014,CAKES,1712
13075,9,2014,CHOCOLATES,13664
13075,10,2014,ICECREAM,16925
13076,3,2014,CHOCOLATES,14574
13076,7,2014,CHOCOLATES,2855
13076,8,2014,CAKES,47334
13076,8,2014,CAKES,5292
13076,12,2014,ICECREAM,10425
13077,7,2014,ICECREAM,1518
13077,7,2014,ICECREAM,29372
13077,7,2014,CHOCOLATES,14341
13077,10,2014,CAKES,15310
13079,3,2014,CHOCOLATES,10992
13079,4,2014,CAKES,38198
13080,3,2014,CHOCOLATES,33729
13080,7,2014,ICECREAM,4884
13081,3,2014,CHOCOLATES,11354
13081,5,2014,CHOCOLATES,2974
13082,1,2014,CHOCOLATES,21497
13083,9,2014,ICECREAM,10361
13084,6,2014,CAKES,7323
13085,6,2014,CHOCOLATES,2273
13085,8,2014,CHOCOLATES,54582
13085,9,2014,CAKES,24518
13085,9,2014,CHOCOLATES,7747
13087,3,2014,CAKES,2024
13087,5,2014,CHOCOLATES,232
13087,6,2014,CHOCOLATES,6270
13087,10,2014,ICECREAM,574
13089,1,2014,CAKES,8953
13089,2,2014,ICECREAM,844
13089,3,2014,ICECREAM,18913
13089,4,2014,CAKES,20282
13089,7,2014,ICECREAM,46332
13089,11,2014,CHOCOLATES,15425
13089,11,2014,CHOCOLATES,46416
13089,12,2014,CAKES,17538
13090,4,2014,CAKES,11861
13090,5,2014,CAKES,11456
13090,9,2014,ICECREAM,5985
13090,12,2014,CHOCOLATES,55429
13091,6,2014,CAKES,64010
13091,7,2014,CHOCOLATES,4582
13091,8,2014,CAKES,2666
13092,2,2014,CHOCOLATES,38617
13092,5,2014,CAKES,29699
13093,1,2014,ICECREAM,4814
13093,1,2014,CAKES,14287
13093,3,2014,CAKES,13028
13093,5,2014,ICECREAM,45724
13093,7,2014,CHOCOLATES,6325
13093,7,2014,CHOCOLATES,5344
13093,9,2014,CAKES,17089
13094,12,2014,CHOCOLATES,44072
13095,1,2014,CHOCOLATES,6869
13095,7,2014,CHOCOLATES,43904
13095,7,2014,CAKES,43848
13095,12,2014,CHOCOLATES,13185
13096,1,2014,CHOCOLATES,25878
13096,3,2014,CAKES,2075
13097,1,2014,CAKES,38528
13099,5,2014,ICECREAM,2057
13099,6,2014,ICECREAM,6456
13099,12,2014,CHOCOLATES,42800
13100,6,2014,CHOCOLATES,16441
13101,11,2014,CHOCOLATES,18348
13101,12,2014,CHOCOLATES,17777
13102,5,2014,CAKES,6605
13102,6,2014,CHOCOLATES,51952
13102,9,2014,CAKES,1456
13102,12,2014,CHOCOLATES,11464
13103,9,2014,CHOCOLATES,1203
13103,10,2014,ICECREAM,751
13103,11,2014,ICECREAM,19475
13104,4,2014,CAKES,4255
13104,8,2014,CHOCOLATES,28912
13104,9,2014,CHOCOLATES,10807
13105,8,2014,ICECREAM,6964
13105,8,2014,ICECREAM,31273
